company_name,car_name,engine_displacement_in_cc,battery_energy_capacity_in_kwh,horsepower_in_hp,torque_in_nm,performance_0_to_100_km_per_h,total_speed_in_km_per_h,seats_parsed,cars_price_amount,value_for_money,fuel_types_normalized,company_segment,Final_Cluster
Mazda,Cx-5,2500.0,,187.0,252.0,8.8,200.0,5,29000.0,644.8275862068965,Petrol,Mass_Market_Mainstream,0
Mazda,Cx-50,2500.0,,256.0,434.0,6.9,220.0,5,32500.0,787.6923076923076,Petrol,Mass_Market_Mainstream,2
Mazda,Cx-8,2200.0,,187.0,450.0,9.2,200.0,7,39000.0,479.4871794871795,Diesel,Mass_Market_Mainstream,0
Mazda,Cx-9,2500.0,,250.0,420.0,7.2,210.0,7,41500.0,602.4096385542169,Petrol,Mass_Market_Mainstream,2
Mazda,Cx-90,3300.0,,340.0,500.0,6.2,240.0,7,55000.0,618.1818181818181,Petrol,Mass_Market_Mainstream,2
Mazda,Mx-5 Miata,2000.0,,181.0,205.0,6.5,225.0,2,30000.0,603.3333333333334,Petrol,Mass_Market_Mainstream,0
Mazda,Mx-5 Miata Rf,2000.0,,181.0,205.0,6.5,225.0,2,36500.0,495.8904109589041,Petrol,Mass_Market_Mainstream,0
Mazda,Mx-30 Electric,,35.5,143.0,271.0,9.7,140.0,5,35000.0,408.57142857142856,Electric,Mass_Market_Mainstream,0
Mazda,Cx-4,2000.0,,158.0,202.0,9.6,190.0,5,25000.0,632.0,Petrol,Mass_Market_Mainstream,0
Mazda,Cx-7,2300.0,,244.0,350.0,7.9,210.0,5,30500.0,800.0,Petrol,Mass_Market_Mainstream,2
Mazda,Tribute,3000.0,,200.0,270.0,9.0,190.0,5,27000.0,740.7407407407408,Petrol,Mass_Market_Mainstream,0
Mazda,B-Series Pickup,2500.0,,143.0,330.0,11.5,170.0,5,22500.0,635.5555555555555,Diesel,Mass_Market_Mainstream,0
Mazda,Bt-50,3200.0,,200.0,470.0,10.0,180.0,5,31000.0,645.1612903225806,Diesel,Mass_Market_Mainstream,0
Mazda,Rx-7,1300.0,,276.0,314.0,5.5,250.0,4,40000.0,690.0,Petrol,Mass_Market_Mainstream,2
Mazda,Rx-3,1200.0,,110.0,145.0,8.9,180.0,4,17500.0,628.5714285714286,Petrol,Mass_Market_Mainstream,0
Mazda,323F,1600.0,,105.0,145.0,10.5,180.0,5,16000.0,656.25,Petrol,Mass_Market_Mainstream,0
Mazda,Familia Sedan,1500.0,,100.0,135.0,11.0,175.0,5,14000.0,714.2857142857142,Petrol,Mass_Market_Mainstream,0
Mazda,Premacy,2000.0,,138.0,180.0,9.8,190.0,7,21000.0,657.1428571428572,Petrol,Mass_Market_Mainstream,0
Mazda,Demio,1500.0,,108.0,142.0,10.2,180.0,5,15500.0,696.7741935483871,Petrol,Mass_Market_Mainstream,0
Mazda,Millenia,2300.0,,210.0,280.0,8.2,215.0,5,27500.0,763.6363636363636,Petrol,Mass_Market_Mainstream,2
Mazda,Eunos Cosmo,2000.0,,280.0,300.0,6.0,240.0,4,45000.0,622.2222222222222,Petrol,Mass_Market_Mainstream,2
Mazda,Atenza,2500.0,,192.0,252.0,8.5,210.0,5,25000.0,768.0,Petrol,Mass_Market_Mainstream,0
Mazda,Roadpacer Ap,1300.0,,130.0,165.0,11.5,170.0,5,22500.0,577.7777777777777,Petrol,Mass_Market_Mainstream,0
Mazda,626,2000.0,,140.0,180.0,9.5,190.0,5,20000.0,700.0,Petrol,Mass_Market_Mainstream,0
Mazda,929,3000.0,,205.0,270.0,8.0,220.0,5,27500.0,745.4545454545454,Petrol,Mass_Market_Mainstream,2
Mazda,Luce,1800.0,,135.0,170.0,10.5,180.0,5,17500.0,771.4285714285714,Petrol,Mass_Market_Mainstream,0
Mazda,Capella,1600.0,,110.0,145.0,11.2,175.0,5,16000.0,687.5,Petrol,Mass_Market_Mainstream,0
Mazda,Carol,660.0,,63.0,90.0,15.5,140.0,4,10500.0,600.0,Petrol,Mass_Market_Mainstream,0
Mazda,Autozam Az-1,657.0,,63.0,85.0,11.0,140.0,2,15000.0,420.0,Petrol,Mass_Market_Mainstream,0
Mazda,Spiano,660.0,,54.0,80.0,16.0,130.0,4,9000.0,600.0,Petrol,Mass_Market_Mainstream,0
Mazda,Verisa,1500.0,,113.0,140.0,11.0,170.0,5,16000.0,706.25,Petrol,Mass_Market_Mainstream,0
Mazda,Mx-6,2500.0,,164.0,215.0,8.8,210.0,4,21000.0,780.952380952381,Petrol,Mass_Market_Mainstream,0
Mazda,Mpv,3000.0,,200.0,265.0,9.5,185.0,7,27500.0,727.2727272727273,Petrol,Mass_Market_Mainstream,0
Mazda,Proceed Marvie,2600.0,,120.0,200.0,12.0,160.0,5,22500.0,533.3333333333334,Petrol,Mass_Market_Mainstream,0
Mazda,Sentia,3000.0,,200.0,265.0,9.0,200.0,5,25000.0,800.0,Petrol,Mass_Market_Mainstream,0
Mazda,Cronos,2500.0,,160.0,210.0,8.5,190.0,5,20000.0,800.0,Petrol,Mass_Market_Mainstream,0
Mazda,Scrum,660.0,,63.0,85.0,15.0,130.0,4,10000.0,630.0,Petrol,Mass_Market_Mainstream,0
Mazda,Parkway,1800.0,,115.0,155.0,12.5,160.0,5,22500.0,511.11111111111114,Petrol,Mass_Market_Mainstream,0
Mazda,Titan (Truck),3000.0,,130.0,300.0,15.0,120.0,2,27500.0,472.72727272727275,Diesel,Mass_Market_Mainstream,0
Mazda,Cx-60,2500.0,,187.0,250.0,8.5,200.0,5,42500.0,440.0,Petrol/Diesel,Mass_Market_Mainstream,0
Mazda,Cx-80,3000.0,,250.0,400.0,7.5,210.0,7,47500.0,526.3157894736842,Petrol,Mass_Market_Mainstream,2
Mazda,T1500,1500.0,,75.0,105.0,18.0,120.0,2,16500.0,454.5454545454545,Petrol,Mass_Market_Mainstream,0
Mazda,Bongo Van,2000.0,,100.0,140.0,14.0,160.0,3,20000.0,500.0,Petrol/Diesel,Mass_Market_Mainstream,0
Mazda,Bongo Friendee,2500.0,,115.0,160.0,12.5,160.0,7,22000.0,522.7272727272727,Petrol/Diesel,Mass_Market_Mainstream,0
Mazda,Revue,1300.0,,75.0,110.0,15.5,130.0,5,11000.0,681.8181818181818,Petrol,Mass_Market_Mainstream,0
Mazda,Protegé,1800.0,,125.0,170.0,9.0,185.0,5,16500.0,757.5757575757576,Petrol,Mass_Market_Mainstream,0
Mazda,Xedos 6,2500.0,,170.0,230.0,8.5,215.0,5,27500.0,618.1818181818181,Petrol,Mass_Market_Mainstream,0
Mazda,Xedos 9,3000.0,,200.0,260.0,7.5,220.0,5,32500.0,615.3846153846154,Petrol,Mass_Market_Mainstream,2
Mazda,121,1300.0,,70.0,110.0,13.0,155.0,5,13500.0,518.5185185185185,Petrol,Mass_Market_Mainstream,0
Mazda,1200,1200.0,,60.0,90.0,16.0,130.0,4,11000.0,545.4545454545455,Petrol,Mass_Market_Mainstream,0
Mazda,1500,1500.0,,85.0,120.0,14.0,145.0,5,13500.0,629.6296296296297,Petrol,Mass_Market_Mainstream,0
Mazda,Rx-2,1308.0,,130.0,220.0,8.5,185.0,4,22500.0,577.7777777777777,Petrol,Mass_Market_Mainstream,0
Mazda,Rx-5,1588.0,,135.0,210.0,8.0,190.0,4,27500.0,490.9090909090909,Petrol,Mass_Market_Mainstream,0
Mazda,Rx-7 Spirit R,1308.0,,280.0,290.0,5.5,250.0,2,37500.0,746.6666666666666,Petrol,Mass_Market_Mainstream,2
Mazda,Cosmo Sport (110S),1000.0,,110.0,150.0,10.0,170.0,2,32500.0,338.46153846153845,Petrol,Mass_Market_Mainstream,0
Mazda,Eunos 500,1998.0,,135.0,170.0,9.0,200.0,5,26500.0,509.4339622641509,Petrol,Mass_Market_Mainstream,0
Mazda,Eunos Roadster,1590.0,,116.0,140.0,9.5,180.0,2,16500.0,703.030303030303,Petrol,Mass_Market_Mainstream,0
Mazda,Familia Astina,1800.0,,135.0,170.0,8.5,200.0,5,21000.0,642.8571428571429,Petrol,Mass_Market_Mainstream,0
Mazda,Savanna Rx-7,1308.0,,165.0,230.0,7.5,230.0,2,30000.0,550.0,Petrol,Mass_Market_Mainstream,0
Mazda,Capella Cargo,2000.0,,115.0,160.0,12.0,180.0,4,20000.0,575.0,Petrol,Mass_Market_Mainstream,0
Mazda,818,1600.0,,100.0,130.0,12.5,170.0,5,16000.0,625.0,Petrol,Mass_Market_Mainstream,0
Mazda,Sentia Hardtop Coupe,2500.0,,160.0,220.0,8.0,210.0,4,32500.0,492.3076923076923,Petrol,Mass_Market_Mainstream,0
Mazda,Biante,2000.0,,150.0,200.0,10.0,185.0,7,24000.0,625.0,Petrol,Mass_Market_Mainstream,0
Mazda,Premacy Hydrogen Re Hybrid,1308.0,,200.0,260.0,9.5,180.0,5,42500.0,470.5882352941176,Hybrid,Mass_Market_Mainstream,0
Mazda,Carol P360,360.0,,26.0,45.0,35.0,85.0,4,9000.0,288.88888888888886,Petrol,Mass_Market_Mainstream,0
Mazda,T2000,2000.0,,110.0,160.0,12.5,170.0,2,19000.0,578.9473684210527,Petrol,Mass_Market_Mainstream,0
Mazda,Az-Offroad,1298.0,,85.0,130.0,12.0,145.0,5,16500.0,515.1515151515151,Petrol,Mass_Market_Mainstream,0
Mazda,Scrum Wagon,657.0,,64.0,95.0,15.5,120.0,4,11000.0,581.8181818181818,Petrol,Mass_Market_Mainstream,0
Mazda,Persona,1497.0,,92.0,130.0,13.5,160.0,5,14500.0,634.4827586206897,Petrol,Mass_Market_Mainstream,0
Mazda,Astina,1800.0,,140.0,160.0,8.5,190.0,5,22000.0,636.3636363636364,Petrol,Mass_Market_Mainstream,0
Mazda,Etude,1598.0,,105.0,135.0,10.0,170.0,5,15000.0,700.0,Petrol,Mass_Market_Mainstream,0
Mazda,Porter,1497.0,,95.0,130.0,14.0,130.0,2,13500.0,703.7037037037037,Petrol,Mass_Market_Mainstream,0
Mazda,Mx-3,1598.0,,130.0,140.0,8.5,190.0,4,20000.0,650.0,Petrol,Mass_Market_Mainstream,0
Mazda,Mx-5 Superlight Concept,1798.0,,143.0,160.0,7.5,200.0,2,32500.0,440.0,Petrol,Mass_Market_Mainstream,0
Mazda,Premacy Hydrogen Re,1308.0,,200.0,260.0,9.5,180.0,5,42500.0,470.5882352941176,Hybrid,Mass_Market_Mainstream,0
Mazda,Bongo Truck,1998.0,,120.0,150.0,15.0,130.0,2,16500.0,727.2727272727273,Petrol,Mass_Market_Mainstream,0
Mazda,Rotary Pickup,1308.0,,130.0,160.0,14.5,150.0,2,20000.0,650.0,Petrol,Mass_Market_Mainstream,0
Mazda,Luce Rotary Coupe,1308.0,,135.0,180.0,12.0,175.0,4,27500.0,490.9090909090909,Petrol,Mass_Market_Mainstream,0
Mazda,Millenia S,2500.0,,200.0,250.0,8.0,220.0,5,32500.0,615.3846153846154,Petrol,Mass_Market_Mainstream,2
Mazda,787B (Race Car),2620.0,,700.0,500.0,3.5,320.0,1,6000000.0,11.666666666666666,Petrol,Mass_Market_Mainstream,1
Toyota,Crown Signia,2487.0,,240.0,239.0,7.6,180.0,5,45795.0,524.0746806419914,Hybrid (Gas + Electric),Mass_Market_Mainstream,0
Toyota,4Runner (6Th Gen),2393.0,,326.0,630.0,6.8,180.0,7,50000.0,652.0,Hybrid,Mass_Market_Mainstream,2
Toyota,Corolla Cross,1987.0,,169.0,190.0,8.0,190.0,5,25210.0,670.3689012296708,Gas / Hybrid,Mass_Market_Mainstream,0
Toyota,Corolla Cross,1987.0,,196.0,210.0,9.2,190.0,5,29135.0,672.7303929981122,Gas / Hybrid,Mass_Market_Mainstream,0
Toyota,C-Hr+,1798.0,,140.0,190.0,7.9,180.0,5,33000.0,424.2424242424243,Hybrid,Mass_Market_Mainstream,0
Toyota,C-Hr+,1798.0,,198.0,205.0,10.5,180.0,5,33000.0,600.0,Hybrid,Mass_Market_Mainstream,0
Toyota,Rav4 (6Th Gen),2487.0,,219.0,221.0,6.0,200.0,5,29000.0,755.1724137931035,Hybrid / Plug-in,Mass_Market_Mainstream,2
Toyota,Rav4 (6Th Gen),2487.0,,302.0,400.0,8.1,200.0,5,43000.0,702.3255813953489,Hybrid / Plug-in,Mass_Market_Mainstream,2
