company_name,car_name,engine_displacement_in_cc,battery_energy_capacity_in_kwh,horsepower_in_hp,torque_in_nm,performance_0_to_100_km_per_h,total_speed_in_km_per_h,seats_parsed,cars_price_amount,value_for_money,fuel_types_normalized,company_segment,Final_Cluster
Jaguar Land Rover,Jaguar F-Type P300 Coupe,1999.0,,300.0,400.0,5.5,250.0,2,60000.0,500.0,Petrol,Other_Market,2
Acura,Nsx Type S,3493.0,,600.0,666.0,2.9,307.0,2,157000.0,382.1656050955414,Hybrid,Other_Market,1
Acura,Tlx Pmc Edition,3500.0,,290.0,362.0,5.7,250.0,5,62000.0,467.741935483871,Petrol,Other_Market,2
Acura,Mdx Advance,3500.0,,290.0,362.0,6.0,190.0,7,60000.0,483.33333333333337,Petrol,Other_Market,2
Acura,Rdx Technology,1500.0,,272.0,400.0,6.6,210.0,5,45000.0,604.4444444444445,Petrol,Other_Market,2
Acura,Ilx Premium,2400.0,,201.0,180.0,6.6,200.0,5,30000.0,670.0,Petrol,Other_Market,2
Acura,Tlx A-Spec,3500.0,,290.0,362.0,5.7,250.0,5,50000.0,580.0,Petrol,Other_Market,2
Acura,Rdx Sh-Awd,1500.0,,272.0,400.0,6.6,210.0,5,50000.0,544.0,Petrol,Other_Market,2
Acura,Mdx Sh-Awd,3500.0,,290.0,362.0,6.0,190.0,7,55000.0,527.2727272727273,Petrol,Other_Market,2
Acura,Rdx Platinum Elite,1500.0,,272.0,400.0,6.6,210.0,5,55000.0,494.54545454545456,Petrol,Other_Market,2
Acura,Tlx A-Spec Sedan,3500.0,,290.0,362.0,5.7,250.0,5,50000.0,580.0,Petrol,Other_Market,2
Acura,Tlx 2.4L,2400.0,,206.0,247.0,6.0,210.0,5,35000.0,588.5714285714286,Petrol,Other_Market,2
Acura,Mdx Hybrid,3500.0,,321.0,335.0,6.0,190.0,7,55000.0,583.6363636363636,Hybrid,Other_Market,2
Acura,Rdx Hybrid,1500.0,,247.0,400.0,6.6,210.0,5,50000.0,494.0,Hybrid,Other_Market,2
Acura,Ilx Technology Package,2400.0,,201.0,180.0,6.6,200.0,5,30000.0,670.0,Petrol,Other_Market,2
Acura,Nsx Gt3 (Track Version),3493.0,,500.0,600.0,3.0,300.0,2,150000.0,333.33333333333337,Hybrid,Other_Market,1
Acura,Rdx Turbo Awd,1500.0,,272.0,400.0,6.6,210.0,5,45000.0,604.4444444444445,Petrol,Other_Market,2
Acura,Tlx 3.5L V6,3500.0,,290.0,362.0,5.7,250.0,5,50000.0,580.0,Petrol,Other_Market,2
Acura,Ilx Special Edition,2400.0,,201.0,180.0,6.6,200.0,5,30000.0,670.0,Petrol,Other_Market,2
Acura,Mdx Sh-Awd W/Technology Package,3500.0,,290.0,362.0,6.0,190.0,7,55000.0,527.2727272727273,Petrol,Other_Market,2
Acura,Nsx 3.5L Hybrid Coupe,3493.0,,537.0,666.0,2.9,307.0,2,157000.0,342.03821656050957,Hybrid,Other_Market,1
Acura,Mdx Elite,3500.0,,290.0,362.0,6.0,190.0,7,58000.0,500.0,Petrol,Other_Market,2
Acura,Tlx V6 Advance,3500.0,,290.0,362.0,5.7,250.0,5,46000.0,630.4347826086956,Petrol,Other_Market,2
Acura,Nsx Carbon Edition,3493.0,,537.0,666.0,2.9,307.0,2,157000.0,342.03821656050957,Hybrid,Other_Market,1
Acura,Rdx Turbo Sh-Awd,1500.0,,272.0,400.0,6.6,210.0,5,42000.0,647.6190476190477,Petrol,Other_Market,2
Acura,Ilx Technology Plus,2400.0,,201.0,180.0,6.6,200.0,5,28000.0,717.8571428571428,Petrol,Other_Market,2
Acura,Tlx Type S Pmc Edition,3000.0,,355.0,480.0,5.1,250.0,5,54000.0,657.4074074074074,Petrol,Other_Market,2
Acura,Mdx Sport Hybrid,3500.0,,321.0,335.0,6.0,190.0,7,52000.0,617.3076923076924,Hybrid,Other_Market,2
Peugeot,208,1199.0,,82.0,160.0,10.5,180.0,5,22000.0,372.7272727272727,Petrol,Other_Market,0
Peugeot,2008,1199.0,,100.0,205.0,9.0,190.0,5,25000.0,400.0,Petrol,Other_Market,0
Peugeot,301,1598.0,,115.0,150.0,10.0,185.0,5,23500.0,489.36170212765956,Petrol,Other_Market,0
Peugeot,308,1598.0,,130.0,230.0,8.0,200.0,5,28000.0,464.2857142857143,Petrol,Other_Market,0
Peugeot,3008,1598.0,,180.0,400.0,7.5,210.0,5,32000.0,562.5,Petrol,Other_Market,0
Peugeot,5008,1998.0,,165.0,400.0,9.5,200.0,7,35000.0,471.42857142857144,Diesel,Other_Market,0
Peugeot,508,1998.0,,180.0,300.0,8.0,235.0,5,35500.0,507.0422535211267,Petrol,Other_Market,2
Peugeot,Partner,1560.0,,75.0,200.0,12.0,160.0,5,22500.0,333.33333333333337,Diesel,Other_Market,0
Peugeot,Expert,1997.0,,120.0,300.0,10.0,180.0,3,30000.0,400.0,Diesel,Other_Market,0
Peugeot,Boxer,2200.0,,140.0,340.0,11.0,160.0,3,32000.0,437.50000000000006,Diesel,Other_Market,0
Peugeot,E-208,,50.0,136.0,260.0,8.1,150.0,5,35000.0,388.57142857142856,Electric,Other_Market,0
Peugeot,E-2008,,50.0,136.0,260.0,8.5,150.0,5,38000.0,357.89473684210526,Electric,Other_Market,0
Peugeot,208 Gti,1598.0,,208.0,300.0,6.5,230.0,5,28000.0,742.8571428571429,Petrol,Other_Market,2
Peugeot,308 Gti,1598.0,,270.0,330.0,6.0,250.0,5,35000.0,771.4285714285714,Petrol,Other_Market,2
Peugeot,508 Pse (Peugeot Sport Engineered),1598.0,,360.0,520.0,5.2,250.0,5,55000.0,654.5454545454545,Hybrid,Other_Market,2
Peugeot,308 Allure,1199.0,,130.0,230.0,9.3,205.0,5,25000.0,520.0,Petrol,Other_Market,0
Peugeot,2008 Allure,1199.0,,130.0,230.0,9.7,200.0,5,27000.0,481.4814814814815,Petrol,Other_Market,0
Peugeot,3008 Allure,1499.0,,180.0,250.0,8.0,210.0,5,30000.0,600.0,Petrol,Other_Market,0
Peugeot,5008 Allure,1499.0,,180.0,250.0,8.5,200.0,7,33000.0,545.4545454545455,Petrol,Other_Market,0
Peugeot,508 Allure,1499.0,,180.0,250.0,8.0,225.0,5,35000.0,514.2857142857142,Petrol,Other_Market,0
Peugeot,3008 Gt,1598.0,,200.0,280.0,7.5,220.0,5,35000.0,571.4285714285714,Petrol,Other_Market,0
Peugeot,508 Gt,1598.0,,225.0,300.0,6.8,235.0,5,40000.0,562.5,Petrol,Other_Market,2
Peugeot,3008 Gt Hybrid,1598.0,,300.0,400.0,6.0,235.0,5,45000.0,666.6666666666667,Hybrid,Other_Market,2
Peugeot,5008 Gt Hybrid,1598.0,,300.0,400.0,6.5,210.0,7,48000.0,625.0,Hybrid,Other_Market,2
Peugeot,208 Allure Premium,1199.0,,130.0,230.0,9.5,200.0,5,28000.0,464.2857142857143,Petrol,Other_Market,0
Peugeot,Partner Tepee,1560.0,,100.0,260.0,12.0,170.0,5,25000.0,400.0,Diesel,Other_Market,0
Peugeot,Expert L2H1,1997.0,,120.0,320.0,13.0,160.0,3,30000.0,400.0,Diesel,Other_Market,0
Peugeot,Boxer L2H2,2200.0,,130.0,350.0,14.0,140.0,3,35000.0,371.42857142857144,Diesel,Other_Market,0
Peugeot,Partner Electric,,,136.0,260.0,9.0,130.0,5,40000.0,340.0,Electric,Other_Market,0
Peugeot,Expert Electric,,,136.0,260.0,9.5,130.0,5,45000.0,302.22222222222223,Electric,Other_Market,0
Peugeot,208 Pse (Peugeot Sport Engineered),1598.0,,225.0,360.0,5.5,250.0,5,45000.0,500.0,Hybrid,Other_Market,2
Peugeot,308 Pse,1598.0,,360.0,520.0,5.0,250.0,5,55000.0,654.5454545454545,Hybrid,Other_Market,2
Peugeot,508 Pse,1598.0,,360.0,520.0,5.2,250.0,5,60000.0,600.0,Hybrid,Other_Market,2
Peugeot,3008 Pse,1598.0,,300.0,400.0,6.0,235.0,5,50000.0,600.0,Hybrid,Other_Market,2
Peugeot,2008 Active,1199.0,,100.0,205.0,11.2,190.0,5,22000.0,454.5454545454545,Petrol,Other_Market,0
Peugeot,3008 Active,1499.0,,130.0,240.0,10.0,200.0,5,30000.0,433.3333333333333,Petrol,Other_Market,0
Peugeot,5008 Active,1499.0,,130.0,240.0,10.5,190.0,7,33000.0,393.93939393939394,Petrol,Other_Market,0
Peugeot,3008 Allure Premium,1499.0,,130.0,240.0,9.8,200.0,5,32000.0,406.25,Petrol,Other_Market,0
Peugeot,5008 Allure Premium,1499.0,,130.0,240.0,10.2,190.0,7,35000.0,371.42857142857144,Petrol,Other_Market,0
Peugeot,3008 Gt Line,1598.0,,180.0,250.0,8.5,210.0,5,35000.0,514.2857142857142,Petrol,Other_Market,0
Peugeot,5008 Gt Line,1598.0,,180.0,250.0,9.0,200.0,7,38000.0,473.68421052631584,Petrol,Other_Market,0
Peugeot,2008 Gt,1199.0,,130.0,230.0,9.3,200.0,5,25000.0,520.0,Petrol,Other_Market,0
Peugeot,5008 Gt,1598.0,,180.0,250.0,8.2,210.0,7,40000.0,449.99999999999994,Petrol,Other_Market,0
Peugeot,508 Sw (Station Wagon),1598.0,,180.0,300.0,8.4,220.0,5,35000.0,514.2857142857142,Petrol,Other_Market,0
Peugeot,508 Saloon,1598.0,,180.0,300.0,8.6,210.0,5,37000.0,486.48648648648646,Petrol,Other_Market,0
Peugeot,308 Saloon,1199.0,,130.0,230.0,9.0,200.0,5,28000.0,464.2857142857143,Petrol,Other_Market,0
Peugeot,301 Sedan,1199.0,,82.0,115.0,12.0,180.0,5,20000.0,410.00000000000006,Petrol,Other_Market,0
Peugeot,208 Sedan,1199.0,,100.0,205.0,11.2,190.0,5,22000.0,454.5454545454545,Petrol,Other_Market,0
Ford,Fusion (Mondeo),1500.0,,160.0,200.0,7.5,220.0,5,25000.0,640.0,Petrol/Hybrid,Mass_Market_Mainstream,0
Ford,Fusion (Mondeo),1500.0,,250.0,400.0,7.5,220.0,5,40000.0,625.0,Petrol/Hybrid,Mass_Market_Mainstream,0
Ford,Taurus,2000.0,,200.0,300.0,6.5,220.0,5,30000.0,666.6666666666667,Petrol,Mass_Market_Mainstream,2
Ford,Taurus,2000.0,,365.0,500.0,6.5,220.0,5,45000.0,811.1111111111111,Petrol,Mass_Market_Mainstream,2
Ford,Fiesta,1000.0,,85.0,130.0,7.0,200.0,5,15000.0,566.6666666666667,Petrol,Mass_Market_Mainstream,0
Ford,Fiesta,1000.0,,200.0,290.0,7.0,200.0,5,25000.0,800.0,Petrol,Mass_Market_Mainstream,0
Ford,Focus,1000.0,,120.0,150.0,6.5,220.0,5,20000.0,600.0,Petrol,Mass_Market_Mainstream,0
Ford,Focus,1000.0,,300.0,400.0,6.5,220.0,5,30000.0,1000.0,Petrol,Mass_Market_Mainstream,2
Ford,Ka+,1200.0,,70.0,100.0,10.5,165.0,5,12000.0,583.3333333333334,Petrol,Mass_Market_Mainstream,0
Ford,Ka+,1200.0,,85.0,140.0,10.5,165.0,5,15000.0,566.6666666666667,Petrol,Mass_Market_Mainstream,0
Ford,Ecosport,1000.0,,123.0,170.0,9.0,180.0,5,20000.0,615.0,Petrol,Mass_Market_Mainstream,0
Ford,Ecosport,1000.0,,166.0,200.0,9.0,180.0,5,25000.0,664.0,Petrol,Mass_Market_Mainstream,0
Ford,Escape (Kuga),1500.0,,181.0,200.0,7.5,190.0,5,25000.0,724.0,Petrol/Hybrid,Mass_Market_Mainstream,0
Ford,Escape (Kuga),1500.0,,200.0,230.0,7.5,190.0,5,38000.0,526.3157894736842,Petrol/Hybrid,Mass_Market_Mainstream,0
Ford,Edge,2000.0,,250.0,400.0,6.5,200.0,5,35000.0,714.2857142857142,Petrol,Mass_Market_Mainstream,2
Ford,Edge,2000.0,,335.0,475.0,6.5,200.0,5,45000.0,744.4444444444445,Petrol,Mass_Market_Mainstream,2
Ford,Explorer,2300.0,,300.0,420.0,6.0,200.0,7,35000.0,857.1428571428572,Petrol,Mass_Market_Mainstream,2
Ford,Explorer,2300.0,,400.0,500.0,6.0,200.0,7,55000.0,727.2727272727273,Petrol,Mass_Market_Mainstream,2
Ford,Expedition,3500.0,,375.0,650.0,6.5,180.0,8,50000.0,750.0,Petrol,Mass_Market_Mainstream,2
Ford,Expedition,3500.0,,400.0,800.0,6.5,180.0,8,75000.0,533.3333333333334,Petrol,Mass_Market_Mainstream,2
Ford,Bronco,2300.0,,275.0,400.0,7.5,200.0,4,30000.0,916.6666666666666,Petrol,Mass_Market_Mainstream,2
Ford,Bronco,2300.0,,310.0,600.0,7.5,200.0,4,55000.0,563.6363636363636,Petrol,Mass_Market_Mainstream,2
Ford,Bronco Sport,1500.0,,181.0,250.0,7.0,185.0,5,26000.0,696.1538461538462,Petrol,Mass_Market_Mainstream,0
Ford,Bronco Sport,1500.0,,250.0,375.0,7.0,185.0,5,38000.0,657.8947368421052,Petrol,Mass_Market_Mainstream,0
Ford,F-150,3300.0,,290.0,400.0,5.0,200.0,5,35000.0,828.5714285714286,Petrol/Diesel,Mass_Market_Mainstream,2
Ford,F-150,3300.0,,450.0,700.0,6.5,200.0,5,75000.0,600.0,Petrol/Diesel,Mass_Market_Mainstream,2
Ford,F-250 Super Duty,6200.0,,385.0,700.0,6.5,180.0,5,40000.0,962.5,Petrol/Diesel,Mass_Market_Mainstream,2
Ford,F-250 Super Duty,6200.0,,475.0,1050.0,7.0,180.0,5,70000.0,678.5714285714286,Petrol/Diesel,Mass_Market_Mainstream,2
Ford,F-350 Super Duty,6700.0,,450.0,1050.0,7.0,180.0,5,45000.0,1000.0,Diesel,Mass_Market_Mainstream,2
Ford,F-350 Super Duty,6700.0,,475.0,1200.0,8.0,180.0,5,75000.0,633.3333333333334,Diesel,Mass_Market_Mainstream,2
Ford,Maverick,2500.0,,191.0,250.0,6.5,180.0,5,22000.0,868.1818181818181,Hybrid/Petrol,Mass_Market_Mainstream,0
Ford,Maverick,2500.0,,250.0,380.0,8.0,180.0,5,30000.0,833.3333333333334,Hybrid/Petrol,Mass_Market_Mainstream,0
Ford,Ranger,2300.0,,270.0,400.0,6.0,180.0,5,25000.0,1080.0,Petrol/Diesel,Mass_Market_Mainstream,2
Ford,Ranger,2300.0,,325.0,540.0,7.0,180.0,5,45000.0,722.2222222222222,Petrol/Diesel,Mass_Market_Mainstream,2
Ford,Mustang Mach-E,,68.0,290.0,430.0,3.5,180.0,5,43000.0,674.4186046511628,Electric,Mass_Market_Mainstream,2
Ford,Mustang Mach-E,,68.0,480.0,430.0,3.5,180.0,5,61000.0,786.8852459016393,Electric,Mass_Market_Mainstream,2
Ford,F-150 Lightning,,98.0,452.0,1051.0,4.5,180.0,5,65000.0,695.3846153846155,Electric,Mass_Market_Mainstream,2
Ford,Escape Hybrid,2500.0,,200.0,210.0,7.7,180.0,5,33000.0,606.060606060606,Hybrid,Mass_Market_Mainstream,0
Ford,Explorer Hybrid,3300.0,,318.0,500.0,7.5,180.0,7,52500.0,605.7142857142858,Hybrid,Mass_Market_Mainstream,2
Ford,Mustang,5000.0,,450.0,530.0,4.3,250.0,4,55000.0,818.1818181818182,Petrol,Mass_Market_Mainstream,2
Ford,Gt,3500.0,,660.0,746.0,3.0,348.0,2,500000.0,132.0,Petrol,Mass_Market_Mainstream,1
Ford,Focus St,2300.0,,280.0,420.0,5.7,250.0,5,30000.0,933.3333333333334,Petrol,Mass_Market_Mainstream,2
Ford,Fiesta St,1500.0,,200.0,290.0,6.5,230.0,5,23000.0,869.5652173913044,Petrol,Mass_Market_Mainstream,2
Ford,Bronco Raptor,3000.0,,400.0,583.0,5.5,220.0,4,70000.0,571.4285714285714,Petrol,Mass_Market_Mainstream,2
Ford,Ranger Raptor,2700.0,,392.0,583.0,6.0,200.0,5,45000.0,871.1111111111111,Petrol,Mass_Market_Mainstream,2
Ford,F-150 Raptor,3500.0,,450.0,691.0,5.0,200.0,5,70000.0,642.8571428571429,Petrol,Mass_Market_Mainstream,2
Ford,Puma,1000.0,,123.0,200.0,9.6,191.0,5,28000.0,439.2857142857143,Petrol,Mass_Market_Mainstream,0
Ford,Territory,1500.0,,140.0,225.0,11.0,180.0,5,32000.0,437.50000000000006,Petrol,Mass_Market_Mainstream,0
Ford,Everest,2000.0,,210.0,500.0,10.5,190.0,7,52000.0,403.84615384615387,Diesel,Mass_Market_Mainstream,0
Ford,Flex,3500.0,,287.0,345.0,7.9,200.0,7,31000.0,925.8064516129032,Petrol,Mass_Market_Mainstream,2
Ford,Transit,2000.0,,170.0,405.0,12.0,160.0,8,43455.0,391.209296973881,Diesel,Mass_Market_Mainstream,0
Ford,Transit Connect,2000.0,,162.0,200.0,10.5,175.0,4,29365.0,551.6771666950451,Petrol,Mass_Market_Mainstream,0
Ford,F-450 Super Duty,6700.0,,475.0,1424.0,8.5,165.0,4,61625.0,770.7910750507099,Diesel,Mass_Market_Mainstream,2
Ford,F-550 Super Duty,6700.0,,475.0,1424.0,8.8,165.0,4,64540.0,735.9776882553455,Diesel,Mass_Market_Mainstream,2
Ford,Mustang Shelby Gt500,5200.0,,760.0,847.0,3.5,290.0,2,79420.0,956.9377990430621,Petrol,Mass_Market_Mainstream,1
Ford,Mustang Shelby Gt350,5200.0,,526.0,582.0,4.0,280.0,2,59140.0,889.4149475820088,Petrol,Mass_Market_Mainstream,1
Ford,F-150 Platinum,3500.0,,400.0,678.0,6.5,180.0,5,64695.0,618.2858026122575,Petrol,Mass_Market_Mainstream,2
Ford,F-150 Limited,3500.0,,450.0,678.0,6.1,190.0,5,84910.0,529.9729124955835,Petrol,Mass_Market_Mainstream,2
Ford,Explorer Platinum,3000.0,,400.0,563.0,6.0,230.0,7,56505.0,707.9019555791523,Petrol,Mass_Market_Mainstream,2
Ford,Expedition King Ranch,3500.0,,440.0,691.0,6.8,210.0,8,79560.0,553.0417295123178,Petrol,Mass_Market_Mainstream,2
Ford,Transit Custom,2000.0,,130.0,385.0,12.5,160.0,6,35000.0,371.42857142857144,Diesel,Mass_Market_Mainstream,0
Ford,E-Series Cutaway,7300.0,,350.0,569.0,13.0,140.0,2,36000.0,972.2222222222223,Petrol,Mass_Market_Mainstream,0
Ford,Transit Chassis Cab,2000.0,,170.0,405.0,11.5,160.0,2,37000.0,459.4594594594594,Diesel,Mass_Market_Mainstream,0
Ford,Transit Electric (E-Transit),,89.0,266.0,430.0,9.0,140.0,7,52000.0,511.53846153846155,Electric,Mass_Market_Mainstream,0
Ford,Explorer Plug-In Hybrid,3000.0,,457.0,825.0,6.0,225.0,7,53000.0,862.2641509433962,Hybrid,Mass_Market_Mainstream,2
Ford,Maverick Hybrid,2500.0,,191.0,210.0,7.8,180.0,5,25000.0,764.0,Hybrid,Mass_Market_Mainstream,0
Ford,Mustang (2024),5000.0,,450.0,570.0,4.5,250.0,4,60000.0,750.0,Petrol,Mass_Market_Mainstream,2
Ford,Ranger (2024),2000.0,,210.0,500.0,8.0,180.0,5,40000.0,525.0,Diesel,Mass_Market_Mainstream,0
Ford,Escape Plug-In Hybrid (2024),2500.0,,221.0,210.0,7.5,190.0,5,38000.0,581.578947368421,Hybrid,Mass_Market_Mainstream,0
Ford,Bronco (2024),2700.0,,310.0,542.0,6.7,200.0,5,45000.0,688.8888888888889,Petrol,Mass_Market_Mainstream,2
Ford,Explorer (2024),3000.0,,400.0,563.0,5.9,230.0,7,55000.0,727.2727272727273,Petrol,Mass_Market_Mainstream,2
Mitsubishi,Mirage,1200.0,,78.0,100.0,12.0,170.0,5,17000.0,458.82352941176475,Petrol,Other_Market,0
Mitsubishi,Mirage G4,1200.0,,78.0,100.0,12.0,170.0,5,18000.0,433.3333333333333,Petrol,Other_Market,0
Mitsubishi,Outlander,2500.0,,181.0,245.0,9.5,190.0,7,31500.0,574.6031746031746,Petrol,Other_Market,0
Mitsubishi,Outlander Phev,,,248.0,300.0,10.5,170.0,5,41000.0,604.8780487804878,Hybrid,Other_Market,0
Mitsubishi,Eclipse Cross,1500.0,,152.0,250.0,9.8,180.0,5,26500.0,573.5849056603773,Petrol,Other_Market,0
Mitsubishi,Asx (Outlander Sport),2000.0,,148.0,197.0,10.0,190.0,5,24500.0,604.0816326530612,Petrol,Other_Market,0
Mitsubishi,Pajero,3200.0,,189.0,441.0,10.5,180.0,7,42500.0,444.70588235294116,Diesel,Other_Market,0
Mitsubishi,Pajero Sport,2400.0,,181.0,430.0,11.0,180.0,7,37500.0,482.6666666666667,Diesel,Other_Market,0
Mitsubishi,Triton (L200),2400.0,,181.0,430.0,10.5,177.0,5,30000.0,603.3333333333334,Diesel,Other_Market,0
Mitsubishi,Lancer Evolution X,2000.0,,291.0,407.0,5.0,240.0,5,45000.0,646.6666666666666,Petrol,Other_Market,2
Mitsubishi,I-Miev (Electric),,16.0,66.0,196.0,15.0,130.0,4,24500.0,269.3877551020408,Electric,Other_Market,0
Mitsubishi,Xpander,1500.0,,105.0,141.0,13.5,170.0,7,22500.0,466.6666666666667,Petrol,Other_Market,0
Mitsubishi,Delica D:5,2200.0,,145.0,360.0,11.0,175.0,7,37500.0,386.6666666666667,Diesel,Other_Market,0
Mitsubishi,Colt,1100.0,,75.0,100.0,9.0,180.0,5,15000.0,500.0,Petrol,Other_Market,0
Mitsubishi,Colt,1100.0,,150.0,180.0,12.0,180.0,5,20000.0,750.0,Petrol,Other_Market,0
Mitsubishi,Grandis,2400.0,,165.0,217.0,11.0,190.0,7,27500.0,600.0,Petrol,Other_Market,0
Mitsubishi,Outlander Black Edition,2500.0,,181.0,245.0,9.5,190.0,7,33500.0,540.2985074626865,Petrol,Other_Market,0
Mitsubishi,Outlander Sel,2500.0,,181.0,245.0,9.5,190.0,7,32500.0,556.9230769230769,Petrol,Other_Market,0
Mitsubishi,Outlander Se,2500.0,,181.0,245.0,9.5,190.0,7,30500.0,593.4426229508197,Petrol,Other_Market,0
Mitsubishi,Eclipse Cross Black Edition,1500.0,,152.0,250.0,9.8,180.0,5,29000.0,524.1379310344828,Petrol,Other_Market,0
Mitsubishi,Asx Exceed,2000.0,,148.0,197.0,10.0,190.0,5,27000.0,548.1481481481482,Petrol,Other_Market,0
Mitsubishi,Triton Athlete,2400.0,,181.0,430.0,10.5,177.0,5,31000.0,583.8709677419355,Diesel,Other_Market,0
Mitsubishi,Pajero Final Edition,3200.0,,189.0,441.0,10.5,180.0,7,47500.0,397.89473684210526,Diesel,Other_Market,0
Mitsubishi,L200 Barbarian X,2400.0,,181.0,430.0,10.5,177.0,5,32500.0,556.9230769230769,Diesel,Other_Market,0
Mitsubishi,Space Star,1200.0,,78.0,100.0,12.0,170.0,5,16000.0,487.5,Petrol,Other_Market,0
Mitsubishi,Lancer Ex,1600.0,,117.0,154.0,10.0,200.0,5,20000.0,585.0,Petrol,Other_Market,0
Mitsubishi,Lancer Ex,1600.0,,148.0,197.0,10.0,200.0,5,25000.0,592.0,Petrol,Other_Market,0
Mitsubishi,Montero Sport,2400.0,,181.0,430.0,11.0,180.0,7,37500.0,482.6666666666667,Diesel,Other_Market,0
Mitsubishi,Attrage,1200.0,,78.0,100.0,12.5,170.0,5,16000.0,487.5,Petrol,Other_Market,0
Mitsubishi,Rvr Se,2000.0,,148.0,197.0,10.5,190.0,5,24000.0,616.6666666666666,Petrol,Other_Market,0
Mitsubishi,Delica Van,2000.0,,145.0,360.0,11.5,175.0,7,30000.0,483.33333333333337,Diesel,Other_Market,0
Mitsubishi,Delica Van,2000.0,,145.0,360.0,11.5,175.0,7,35000.0,414.2857142857143,Diesel,Other_Market,0
Mitsubishi,Lancer Glx,1600.0,,115.0,154.0,11.5,190.0,5,18500.0,621.6216216216216,Petrol,Other_Market,0
Mitsubishi,Pajero Gls,3200.0,,189.0,441.0,10.5,180.0,7,47500.0,397.89473684210526,Diesel,Other_Market,0
Mitsubishi,Xpander Cross,1500.0,,105.0,141.0,12.0,170.0,7,22500.0,466.6666666666667,Petrol,Other_Market,0
Mitsubishi,Eclipse Cross Phev,2400.0,,188.0,199.0,10.5,180.0,5,37500.0,501.3333333333333,Plug-in Hybrid,Other_Market,0
Mitsubishi,Outlander Es,2500.0,,181.0,245.0,9.5,190.0,7,29000.0,624.1379310344828,Petrol,Other_Market,0
Mitsubishi,Montero Glx,2400.0,,181.0,430.0,11.0,180.0,7,37500.0,482.6666666666667,Diesel,Other_Market,0
Mitsubishi,Triton Glx-R,2400.0,,181.0,430.0,10.5,177.0,5,31000.0,583.8709677419355,Diesel,Other_Market,0
Mitsubishi,Asx Dynamic,2000.0,,148.0,197.0,10.0,190.0,5,26500.0,558.4905660377358,Petrol,Other_Market,0
Mitsubishi,Mirage Es,1200.0,,78.0,100.0,12.5,170.0,5,16000.0,487.5,Petrol,Other_Market,0
Mitsubishi,Outlander Le,2500.0,,181.0,245.0,9.5,190.0,7,32500.0,556.9230769230769,Petrol,Other_Market,0
Mitsubishi,Space Runner,1800.0,,140.0,170.0,10.5,185.0,5,21500.0,651.1627906976745,Petrol,Other_Market,0
Mitsubishi,Toppo Bj,660.0,,52.0,60.0,15.0,130.0,4,11000.0,472.72727272727275,Petrol,Other_Market,0
Mitsubishi,Chariot,2000.0,,140.0,170.0,10.5,185.0,7,21500.0,651.1627906976745,Petrol,Other_Market,0
Mitsubishi,Lancer Se Limited,2000.0,,148.0,197.0,10.0,200.0,5,22500.0,657.7777777777778,Petrol,Other_Market,0
Mitsubishi,Pajero Swb (Short Wheel Base),3200.0,,189.0,441.0,10.5,180.0,5,47500.0,397.89473684210526,Diesel,Other_Market,0
Mitsubishi,Delica Space Gear,2400.0,,145.0,206.0,13.0,170.0,7,32500.0,446.15384615384613,Petrol,Other_Market,0
Mitsubishi,I (Kei Car),660.0,,64.0,94.0,15.5,130.0,4,13500.0,474.0740740740741,Petrol,Other_Market,0
Mitsubishi,Dion,2000.0,,135.0,181.0,11.5,180.0,7,16500.0,818.1818181818182,Petrol,Other_Market,0
Mitsubishi,Airtrek,2400.0,,160.0,214.0,11.0,190.0,5,22500.0,711.1111111111112,Petrol,Other_Market,0
Mitsubishi,Ek Space,660.0,,52.0,60.0,15.0,130.0,4,11000.0,472.72727272727275,Petrol,Other_Market,0
Mitsubishi,Ek X,660.0,,64.0,94.0,13.5,140.0,4,13500.0,474.0740740740741,Petrol,Other_Market,0
Mitsubishi,Colt Czc Convertible,1500.0,,147.0,210.0,9.5,200.0,4,27500.0,534.5454545454545,Petrol,Other_Market,0
Mitsubishi,Galant Fortis,2000.0,,154.0,200.0,10.0,200.0,5,20000.0,770.0,Petrol,Other_Market,0
Mitsubishi,Endeavor,3800.0,,225.0,343.0,9.5,190.0,5,31500.0,714.2857142857142,Petrol,Other_Market,0
Mitsubishi,Grand Lancer,1800.0,,138.0,173.0,11.5,190.0,5,22500.0,613.3333333333334,Petrol,Other_Market,0
Mitsubishi,Sigma,3000.0,,210.0,270.0,8.5,220.0,5,37500.0,560.0,Petrol,Other_Market,2
Mitsubishi,Town Box,660.0,,48.0,60.0,16.0,120.0,4,11000.0,436.3636363636364,Petrol,Other_Market,0
Mazda,Mazda3,2000.0,,155.0,213.0,8.9,200.0,5,24000.0,645.8333333333334,Petrol,Mass_Market_Mainstream,0
Mazda,Mazda3 Hatchback,2500.0,,186.0,252.0,8.3,210.0,5,26000.0,715.3846153846154,Petrol,Mass_Market_Mainstream,0
Mazda,Mazda6,2500.0,,250.0,420.0,6.4,240.0,5,31000.0,806.4516129032257,Petrol,Mass_Market_Mainstream,2
Mazda,Cx-3,2000.0,,146.0,197.0,9.5,180.0,5,23000.0,634.7826086956521,Petrol,Mass_Market_Mainstream,0
Mazda,Cx-30,2500.0,,186.0,252.0,8.7,204.0,5,25500.0,729.4117647058823,Petrol,Mass_Market_Mainstream,0
